,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
533,Ramos,-22.85207730945127,-43.25622051872188,Bob's,-22.852403960360636,-43.254372939574345,Burger Joint
534,Ramos,-22.85207730945127,-43.25622051872188,Padaria Aurora,-22.850243892930852,-43.25791244970323,Bakery
538,Realengo,-22.88100286085761,-43.433711437276976,Xodó de Realengo,-22.87790336787755,-43.43473424456321,Restaurant
539,Realengo,-22.88100286085761,-43.433711437276976,Fred's Burguer,-22.879276724110003,-43.43666979119173,Burger Joint
540,Realengo,-22.88100286085761,-43.433711437276976,Armazém Real,-22.87818258805786,-43.43276794839078,Restaurant
543,Realengo,-22.88100286085761,-43.433711437276976,Padaria Do Filé,-22.8782016345408,-43.43486371650856,Restaurant
544,Realengo,-22.88100286085761,-43.433711437276976,Domino's Pizza,-22.878002,-43.437121999999995,Pizza Place
548,Realengo,-22.88100286085761,-43.433711437276976,Rua Nepomuceno,-22.88183279388021,-43.436365710156046,Beer Bar
549,Realengo,-22.88100286085761,-43.433711437276976,Bomba Lanches Burger,-22.88183160676391,-43.43636522790275,Burger Joint
552,Realengo,-22.88100286085761,-43.433711437276976,Restaurante Do Filé!,-22.87810709416565,-43.43497945603871,Restaurant
554,Vila Kosmos,-22.85401979641891,-43.30345589946461,Mercado VITORIA Do Ipase,-22.853163000000002,-43.302456,Bakery
555,Vila Kosmos,-22.85401979641891,-43.30345589946461,Bonde do Yakisoba,-22.85069060908149,-43.305187761302996,Chinese Restaurant
560,Marechal Hermes,-22.85929980179739,-43.37069524613886,Boteco 05,-22.86142287185822,-43.37064825194714,Bar
561,Marechal Hermes,-22.85929980179739,-43.37069524613886,Pizzaria e Pastelaria Lux,-22.86180721549423,-43.371414875183945,Pizza Place
564,Marechal Hermes,-22.85929980179739,-43.37069524613886,Padaria e Confeitaria Nova Lux,-22.861854065802603,-43.37147791648418,Bakery
565,Marechal Hermes,-22.85929980179739,-43.37069524613886,Espaço Mix Gourmet,-22.86091350075393,-43.36998254112415,Brazilian Restaurant
567,Marechal Hermes,-22.85929980179739,-43.37069524613886,A Garotinha,-22.859818415244646,-43.370204360032645,Restaurant
572,Marechal Hermes,-22.85929980179739,-43.37069524613886,Padaria e Conf. Central de Marechal Hermes,-22.858826749826488,-43.37025790096471,Bakery
573,Marechal Hermes,-22.85929980179739,-43.37069524613886,Pizzaria Paladar,-22.860284001338965,-43.37003702104826,Pizza Place
574,Marechal Hermes,-22.85929980179739,-43.37069524613886,Restaurante Nova Lux,-22.861268186618126,-43.370977856504794,Brazilian Restaurant
575,Marechal Hermes,-22.85929980179739,-43.37069524613886,Yakisoba - Estação Marechal Hermes,-22.861314,-43.370694,Japanese Restaurant
577,Marechal Hermes,-22.85929980179739,-43.37069524613886,Renato's Bar,-22.860692272098227,-43.368552326112415,Brazilian Restaurant
580,Marechal Hermes,-22.85929980179739,-43.37069524613886,Garatuja Gourmet Self Service.,-22.862561974405715,-43.37215215367063,Brazilian Restaurant
582,Vicente de Carvalho,-22.857181580425586,-43.3156122450666,Adega D'Ouro,-22.853693856296555,-43.314341762706576,Portuguese Restaurant
590,Engenho da Rainha,-22.86303806378977,-43.294214108121565,Verão Vermelho Panificadora,-22.865466170064465,-43.29601743460066,Bakery
593,Engenho da Rainha,-22.86303806378977,-43.294214108121565,Quiosque Do Macarrão,-22.866697,-43.296603999999995,Bar
601,Complexo do Alemão,-22.86132882211473,-43.273599619202855,Lanchonete Big Favella - o verdadeiro sabor do complexo do alemão,-22.860670827037463,-43.27204070569257,Burger Joint
603,Complexo do Alemão,-22.86132882211473,-43.273599619202855,Experimenta Lanches,-22.86334824174113,-43.2717669033744,Fast Food Restaurant
617,Padre Miguel,-22.87905564359551,-43.44964089408757,Bar da Vilma,-22.87950223234758,-43.451366494005995,Bar
618,Padre Miguel,-22.87905564359551,-43.44964089408757,Barril 8000,-22.878412194760124,-43.44948894701145,Restaurant
619,Padre Miguel,-22.87905564359551,-43.44964089408757,Gostinho do Sul Padaria e Confeitaria,-22.87812608929619,-43.447834392073695,Bakery
620,Padre Miguel,-22.87905564359551,-43.44964089408757,Deck Carioca,-22.879029167587237,-43.45083200930449,Bar
621,Padre Miguel,-22.87905564359551,-43.44964089408757,Japinha Carioca Culinária Oriental,-22.87918216723148,-43.45363003523984,Japanese Restaurant
622,Padre Miguel,-22.87905564359551,-43.44964089408757,Mariah Culinária Oriental,-22.87868748163525,-43.44955395146071,Japanese Restaurant
623,Padre Miguel,-22.87905564359551,-43.44964089408757,McDonald's,-22.877054112039676,-43.446470306324464,Fast Food Restaurant
626,Padre Miguel,-22.87905564359551,-43.44964089408757,Império D'Itália,-22.879660159662485,-43.45435307331928,Italian Restaurant
628,Padre Miguel,-22.87905564359551,-43.44964089408757,Planeta Japa,-22.881010999999997,-43.451777,Restaurant
638,Bento Ribeiro,-22.86704088884522,-43.36067182646321,Padaria Delirio dos Pães,-22.86542464487441,-43.36268602257071,Bakery
643,Bonsucesso,-22.865931589836674,-43.253802876888095,Kukas Lanches,-22.867949482975398,-43.25475541875642,Fast Food Restaurant
644,Bonsucesso,-22.865931589836674,-43.253802876888095,Chapéu de Couro,-22.86389858451624,-43.25151689438066,Northeastern Brazilian Restaurant
646,Bonsucesso,-22.865931589836674,-43.253802876888095,Domino's Pizza,-22.864257927575146,-43.253433538105526,Pizza Place
648,Bonsucesso,-22.865931589836674,-43.253802876888095,Restaurante Bom na Brasa,-22.865540480502986,-43.2541741216159,Brazilian Restaurant
651,Bonsucesso,-22.865931589836674,-43.253802876888095,Bob's,-22.86517282734841,-43.25301914628273,Fast Food Restaurant
653,Bonsucesso,-22.865931589836674,-43.253802876888095,Báltico Restaurante,-22.865838618466547,-43.2522816075615,Restaurant
655,Bonsucesso,-22.865931589836674,-43.253802876888095,Sabor BomSucesso Restaurante,-22.865111864634407,-43.25519606850558,Restaurant
656,Bonsucesso,-22.865931589836674,-43.253802876888095,PP Gastrô,-22.8629403454838,-43.25336847337508,Latin American Restaurant
659,Bonsucesso,-22.865931589836674,-43.253802876888095,Gargalo's Sushi,-22.862697159595843,-43.254576819633655,Japanese Restaurant
660,Bonsucesso,-22.865931589836674,-43.253802876888095,Burburinho Bar e Restaurante,-22.864690918519692,-43.250285774732745,Bar
661,Bonsucesso,-22.865931589836674,-43.253802876888095,Boisucesso Restaurante,-22.8626656485483,-43.25366662330593,Brazilian Restaurant
664,Bonsucesso,-22.865931589836674,-43.253802876888095,Restaurante Bom na Brasa,-22.867706552632512,-43.25488475708311,Brazilian Restaurant
667,Bonsucesso,-22.865931589836674,-43.253802876888095,Spoleto Culinária Italiana,-22.864392157787094,-43.25336938697996,Italian Restaurant
668,Bonsucesso,-22.865931589836674,-43.253802876888095,Padaria e Confeitaria Sabor do Grão,-22.86266522186253,-43.25413487035009,Bakery
674,Inhaúma,-22.87193674709033,-43.281783358407935,Universo das pizzas,-22.87195665308285,-43.281688921957816,Pizza Place
675,Inhaúma,-22.87193674709033,-43.281783358407935,Adega Rio Agueda,-22.872217382950648,-43.280966786061974,Brazilian Restaurant
683,Inhaúma,-22.87193674709033,-43.281783358407935,Alô Delivery Pizzas,-22.86896923825201,-43.281268857287436,Fast Food Restaurant
684,Inhaúma,-22.87193674709033,-43.281783358407935,MC Lanches do Gordão,-22.87498175198163,-43.27903159960445,Burger Joint
690,Tomás Coelho,-22.867174110597407,-43.30601077684911,Crazy Burguer,-22.86580908402894,-43.30149875760476,Burger Joint
692,Madureira,-22.872367307189112,-43.33656558679708,Frigideira & Cia,-22.87510517062537,-43.336434549555605,Brazilian Restaurant
702,Madureira,-22.872367307189112,-43.33656558679708,Sorrisos Central Lanches E Restaurante,-22.87229272404335,-43.34107963361806,Restaurant
703,Madureira,-22.872367307189112,-43.33656558679708,Boteco Do Ze.com.br,-22.87600647873275,-43.336657601179105,Dive Bar
705,Madureira,-22.872367307189112,-43.33656558679708,McDonald's,-22.87404960303989,-43.33699618499795,Fast Food Restaurant
706,Madureira,-22.872367307189112,-43.33656558679708,Frigideira e Cia,-22.875401854768338,-43.33894158110797,Restaurant
707,Madureira,-22.872367307189112,-43.33656558679708,Arte Popular Madureira,-22.873946512164288,-43.339232791751115,Brazilian Restaurant
713,Madureira,-22.872367307189112,-43.33656558679708,Bob's,-22.875566891747514,-43.335949515507046,Fast Food Restaurant
716,Madureira,-22.872367307189112,-43.33656558679708,Bob's,-22.87087438632783,-43.33579608568717,Fast Food Restaurant
721,Osvaldo Cruz,-22.87154710992599,-43.350810460110495,Adega Góes,-22.868365616057407,-43.3520257831207,Wine Bar
723,Osvaldo Cruz,-22.87154710992599,-43.350810460110495,Ching Ling Oswaldo Cruz,-22.86960919061965,-43.34979657992074,Asian Restaurant
727,Osvaldo Cruz,-22.87154710992599,-43.350810460110495,Padaria e Confeitaria Antônio Carlos,-22.86761346713325,-43.352256906105794,Bakery
729,Santíssimo,-22.87438997869837,-43.52030967473029,Bar Do Pedrinho,-22.871866723131404,-43.51818019349932,Southeastern Brazilian Restaurant
736,Magalhães Bastos,-22.87254646368401,-43.41364591536331,Panificadora Nossa Senhora da Conceição,-22.87115343424035,-43.41397865858772,Bakery
739,Magalhães Bastos,-22.87254646368401,-43.41364591536331,Porcão Gourmet,-22.87545408811913,-43.41572622003263,Brazilian Restaurant
742,Senador Camará,-22.89679257123721,-43.48982814874945,Texas Music,-22.89711382814344,-43.49254402475014,Restaurant
744,Cavalcanti,-22.870737314684835,-43.316732825256665,Della Luna,-22.870713020712767,-43.313174299805375,Pizza Place
746,Cavalcanti,-22.870737314684835,-43.316732825256665,Mc Doyle Lanches,-22.868408578161894,-43.31637693187313,Burger Joint
747,Cavalcanti,-22.870737314684835,-43.316732825256665,Panificadora Cabral,-22.86836026199093,-43.3163571327439,Bakery
757,Higienópolis,-22.87389499829917,-43.261780626887244,Brooklyn Burger & Beer,-22.87295250118906,-43.258388593212054,Burger Joint
760,Higienópolis,-22.87389499829917,-43.261780626887244,Bela Grécia,-22.87397714022792,-43.26561320923607,Bakery
766,Higienópolis,-22.87389499829917,-43.261780626887244,Bar do Albérico,-22.875946959876032,-43.263013882716464,Restaurant
767,Higienópolis,-22.87389499829917,-43.261780626887244,Padaria Montalvan,-22.87265066091407,-43.25906177568372,Bakery
768,Higienópolis,-22.87389499829917,-43.261780626887244,Bob's,-22.87182409920873,-43.25822359176753,Fast Food Restaurant
769,Higienópolis,-22.87389499829917,-43.261780626887244,Burguer Grill,-22.87302174365871,-43.25829209376235,Burger Joint
774,Higienópolis,-22.87389499829917,-43.261780626887244,Burger & Shake,-22.875826562098567,-43.265426545263,Burger Joint
776,Higienópolis,-22.87389499829917,-43.261780626887244,Buka Lanches,-22.87221441677669,-43.265870349216506,Burger Joint
778,Abolição,-22.885969795595077,-43.29941238560234,Esquina do Espeto,-22.887830095678968,-43.30274010443252,Restaurant
781,Abolição,-22.885969795595077,-43.29941238560234,Rei do Bacalhau,-22.88982576830729,-43.30084143406589,Portuguese Restaurant
782,Abolição,-22.885969795595077,-43.29941238560234,Via Mix Fast Food,-22.885196145751834,-43.298843412898904,Fast Food Restaurant
783,Abolição,-22.885969795595077,-43.29941238560234,Tabajara Pizza Show,-22.884065373223425,-43.297762008703394,Pizza Place
785,Abolição,-22.885969795595077,-43.29941238560234,Choppinho da Abolição,-22.88542769938467,-43.299582103307884,Bar
789,Abolição,-22.885969795595077,-43.29941238560234,Padaria Flor Luzitania,-22.88603065716659,-43.30273012510572,Bakery
798,Abolição,-22.885969795595077,-43.29941238560234,Boy Viny Lanches,-22.88397216796875,-43.29894256591797,Burger Joint
800,Abolição,-22.885969795595077,-43.29941238560234,Cti Do Chopp,-22.88663812840195,-43.30210736831709,Restaurant
804,Manguinhos,-22.880557172302037,-43.24578965607693,Restaurante Laboratório Culinário,-22.879169587114333,-43.24197454781865,Brazilian Restaurant
805,Manguinhos,-22.880557172302037,-43.24578965607693,Bar do Magno,-22.88357324467199,-43.247557814114735,Bar
816,Saúde,-22.897271828735164,-43.18429205556535,Jazz in' Champanheria,-22.897690697717252,-43.18286752465191,Champagne Bar
817,Saúde,-22.897271828735164,-43.18429205556535,Gracioso,-22.897443473331567,-43.18513148081982,Bar
820,Saúde,-22.897271828735164,-43.18429205556535,Recanto dos Sabores,-22.89740005850982,-43.185288716207246,Burger Joint
823,Saúde,-22.897271828735164,-43.18429205556535,Armazém Zero4,-22.897791462190238,-43.18428397116927,Dive Bar
825,Saúde,-22.897271828735164,-43.18429205556535,Lanchonete Royal,-22.897083211365604,-43.18262599371776,Brazilian Restaurant
832,Saúde,-22.897271828735164,-43.18429205556535,Angu do Gomes,-22.897520654180287,-43.18413757150247,Brazilian Restaurant
833,Saúde,-22.897271828735164,-43.18429205556535,Belga Brasserie,-22.901329999999998,-43.182829999999996,Belgian Restaurant
836,Saúde,-22.897271828735164,-43.18429205556535,Casa Paladino,-22.900959918249693,-43.18202347990653,Bar
838,Saúde,-22.897271828735164,-43.18429205556535,Rio Park Restaurante,-22.897517806590415,-43.183059367139215,Brazilian Restaurant
839,Saúde,-22.897271828735164,-43.18429205556535,Bodega do Sal,-22.89799920442779,-43.185490633244534,Dive Bar
841,Pilares,-22.879077097652036,-43.29576399810339,Padaria Forno Antigo,-22.877742576378964,-43.292125907036365,Bakery
847,Pilares,-22.879077097652036,-43.29576399810339,Restaurante Bom na Brasa,-22.880718989711717,-43.2939661440156,Restaurant
850,Pilares,-22.879077097652036,-43.29576399810339,Habib's,-22.88101863622239,-43.29360973823583,Fast Food Restaurant
860,Del Castilho,-22.879775754755823,-43.272084877820156,Restaurante Siri,-22.877656897686144,-43.27157614642779,Seafood Restaurant
870,Del Castilho,-22.879775754755823,-43.272084877820156,Boteco do Manolo,-22.87839587498645,-43.271862085204226,Bar
874,Del Castilho,-22.879775754755823,-43.272084877820156,Pizza Hut,-22.878526615949067,-43.27125891058878,Pizza Place
875,Del Castilho,-22.879775754755823,-43.272084877820156,Casa 10,-22.87820159931137,-43.272260427474976,Bar
880,Del Castilho,-22.879775754755823,-43.272084877820156,Kimura Culinária Japonesa,-22.877296660046447,-43.27145581702685,Japanese Restaurant
882,Del Castilho,-22.879775754755823,-43.272084877820156,Beluga,-22.878506927976822,-43.2716083927391,Brazilian Restaurant
884,Jacarezinho,-22.887507927819208,-43.25765409142309,Na esquina da Dom Jaime Câmara,-22.888426467135268,-43.26034140476323,Dive Bar
885,Jacarezinho,-22.887507927819208,-43.25765409142309,Cachorrão Lanches,-22.89053575013577,-43.258268483700775,Burger Joint
887,Taquara,-22.921756979244247,-43.38453421405012,UTI  do  chopp,-22.91828960644585,-43.38664320906339,Bar
889,Taquara,-22.921756979244247,-43.38453421405012,Art Chopp,-22.92314705616993,-43.380622047225714,Bar
890,Taquara,-22.921756979244247,-43.38453421405012,Casa do Pão,-22.91822503698616,-43.38645593113557,Bakery
891,Taquara,-22.921756979244247,-43.38453421405012,D-Vino Restaurante,-22.918510370778947,-43.38634679116458,Brazilian Restaurant
892,Taquara,-22.921756979244247,-43.38453421405012,Padaria Castelo dos Pães,-22.918486133468452,-43.38468905849229,Bakery
893,Taquara,-22.921756979244247,-43.38453421405012,Sushi da Praça,-22.918336993234895,-43.385853510149715,Japanese Restaurant
895,Taquara,-22.921756979244247,-43.38453421405012,Taberna do Chopp,-22.917818508190926,-43.38664206211724,Bar
896,Taquara,-22.921756979244247,-43.38453421405012,El Loko,-22.918722649821092,-43.388008172055656,Mexican Restaurant
899,Taquara,-22.921756979244247,-43.38453421405012,Papo Sadio,-22.918515857644376,-43.38734790259935,Brazilian Restaurant
901,Taquara,-22.921756979244247,-43.38453421405012,Padaria e Confeitaria Dayani,-22.92392922903469,-43.38446090594051,Bakery
916,Cascadura,-22.88510597487239,-43.32996396178552,Reis Da Souto,-22.889084097459158,-43.32817631839376,Brazilian Restaurant
920,Cascadura,-22.88510597487239,-43.32996396178552,Tutto Pane,-22.8809557234975,-43.32826119597682,Bakery
921,Vila Valqueire,-22.887927446555143,-43.36704427960633,Padaria e Confeitaria Flor do Valqueire,-22.884364525990854,-43.36736981416364,Bakery
922,Vila Valqueire,-22.887927446555143,-43.36704427960633,Asa Rio,-22.8836800185384,-43.367165333228044,Restaurant
924,Vila Valqueire,-22.887927446555143,-43.36704427960633,Hora Extra Snack Bar,-22.8847573355028,-43.367856109200105,Bar
930,Vila Valqueire,-22.887927446555143,-43.36704427960633,Cabana's Restaurante,-22.885715248580212,-43.36648234845245,Brazilian Restaurant
932,Vila Valqueire,-22.887927446555143,-43.36704427960633,Padaria Julcina,-22.88559132094786,-43.36600106424543,Bakery
933,Vila Valqueire,-22.887927446555143,-43.36704427960633,Restaurante 810,-22.886483739133016,-43.36345812338194,Brazilian Restaurant
934,Vila Valqueire,-22.887927446555143,-43.36704427960633,Bistrô Aconchego,-22.888850885437364,-43.36584723595986,Bar
935,Vila Valqueire,-22.887927446555143,-43.36704427960633,La Mole,-22.885551,-43.365803,Italian Restaurant
938,Vila Valqueire,-22.887927446555143,-43.36704427960633,Aza Rio,-22.883799,-43.366997,Restaurant
939,Maria da Graça,-22.883087949234987,-43.26381255801197,Bar Amendoeira,-22.88536179170808,-43.265401309492866,Bar
940,Maria da Graça,-22.883087949234987,-43.26381255801197,Para-ai-Bar,-22.885515397154247,-43.26659030558997,Bar
941,Maria da Graça,-22.883087949234987,-43.26381255801197,Bar e Restaurante Limão com Mel,-22.882913081158968,-43.261319157069394,Bar
942,Maria da Graça,-22.883087949234987,-43.26381255801197,Bar Esquina do Metrô,-22.88288790950479,-43.26103207123023,Bar
948,Maria da Graça,-22.883087949234987,-43.26381255801197,Padaria do Anibal,-22.883073406592786,-43.267727322348634,Bakery
951,Maria da Graça,-22.883087949234987,-43.26381255801197,Confeitaria Arouca,-22.8814150800084,-43.26005227120935,Bakery
952,Quintino Bocaiúva,-22.89509831672265,-43.324685361029694,Bar do Vavá,-22.893511961998676,-43.32193965524476,Bar
954,Quintino Bocaiúva,-22.89509831672265,-43.324685361029694,Bomba Lanches,-22.891959135565664,-43.32403266305773,Burger Joint
955,Quintino Bocaiúva,-22.89509831672265,-43.324685361029694,Pão Italiano,-22.89375820730203,-43.321508262290536,Bakery
956,Quintino Bocaiúva,-22.89509831672265,-43.324685361029694,Bar E Restaurante M2,-22.894152263191728,-43.32010285834411,Brazilian Restaurant
958,Todos os Santos,-22.89485426249054,-43.28503942530225,Bronx Burger,-22.891388209391963,-43.28222886139976,Burger Joint
959,Todos os Santos,-22.89485426249054,-43.28503942530225,Va Benne,-22.891863,-43.282313346861535,Pizza Place
963,Todos os Santos,-22.89485426249054,-43.28503942530225,Camarote do Engenhão,-22.892557210011567,-43.28876566773342,Sports Bar
964,Todos os Santos,-22.89485426249054,-43.28503942530225,Big Nelson,-22.890850381296453,-43.283072617749184,Brazilian Restaurant
966,Jardim Sulacap,-22.89585328661941,-43.393990762872065,Pertinho Do Céu,-22.893944472016525,-43.39116765111017,Bar
970,Campinho,-22.885116846088806,-43.34732659527758,Pato Lanches,-22.88612475886615,-43.34833540923107,Burger Joint
971,Campinho,-22.885116846088806,-43.34732659527758,Casarão da Iaiá,-22.886821746826172,-43.34570693969727,Restaurant
972,Campinho,-22.885116846088806,-43.34732659527758,Padaria & confeitaria da Lili,-22.884678382442953,-43.34916498237485,Bakery
973,Campinho,-22.885116846088806,-43.34732659527758,Saad Gourmet,-22.885351551871143,-43.34841950085036,Bar
975,Campinho,-22.885116846088806,-43.34732659527758,Barril 8000 Vila Valqueire,-22.88172493592193,-43.35047521849375,Bar
978,Campinho,-22.885116846088806,-43.34732659527758,Julio Lanches,-22.886187450527334,-43.3470507528499,Burger Joint
979,Campinho,-22.885116846088806,-43.34732659527758,Lanches do Gaúcho (Cachorro Quente Prensado),-22.882747281778112,-43.345016580081996,Burger Joint
981,Campinho,-22.885116846088806,-43.34732659527758,GR Pizzaria & Self Service,-22.88224583201888,-43.349474926026105,Pizza Place
990,Campinho,-22.885116846088806,-43.34732659527758,Pizza Show 10,-22.88631248474121,-43.35128784179688,Pizza Place
995,Senador Vasconcelos,-22.894426627051878,-43.53005093521062,padaria e conveniência Fenix,-22.89233346588866,-43.529561006323824,Bakery
996,Senador Vasconcelos,-22.894426627051878,-43.53005093521062,Padaria e Lanchonete Craque da Massa,-22.89120906481915,-43.52995969234664,Bakery
997,Senador Vasconcelos,-22.894426627051878,-43.53005093521062,Croco Beach,-22.890862777483648,-43.528748025886486,Seafood Restaurant
998,Cosmos,-22.90816201902168,-43.612913957736865,Eskilan Burger,-22.90780231836068,-43.61325778473897,Burger Joint
999,Cosmos,-22.90816201902168,-43.612913957736865,Papito's Burg's,-22.90953874792028,-43.614205583075545,Burger Joint
1005,Cosmos,-22.90816201902168,-43.612913957736865,Padaria Flor de Cosmos,-22.910741353235387,-43.613764350243684,Bakery
1009,Cachambi,-22.88985314306488,-43.274161690314294,Folia do Boi,-22.890050890994967,-43.273729312144276,Bar
1010,Cachambi,-22.88985314306488,-43.274161690314294,Cachambeer,-22.88707591384314,-43.274449110031135,Bar
1015,Cachambi,-22.88985314306488,-43.274161690314294,Marcopão Lanchonete e Panificação,-22.892097985122103,-43.27278719684191,Bakery
1016,Cachambi,-22.88985314306488,-43.274161690314294,Evandro's Frutos do Mar,-22.88902756747436,-43.274330135405634,Seafood Restaurant
1018,Cachambi,-22.88985314306488,-43.274161690314294,Padaria Pães e Broas,-22.892973157406797,-43.27382528093742,Bakery
1022,Cachambi,-22.88985314306488,-43.274161690314294,Carioca Pizzaria,-22.88996894760817,-43.27502883031492,Pizza Place
1023,Cachambi,-22.88985314306488,-43.274161690314294,Sushi Brasil,-22.892141487514056,-43.277544759184416,Asian Restaurant
1025,Cachambi,-22.88985314306488,-43.274161690314294,China in Box,-22.893977623343343,-43.27246225106453,Chinese Restaurant
1026,Cachambi,-22.88985314306488,-43.274161690314294,Padaria Onitneva,-22.892073411808386,-43.27742203387722,Bakery
1027,Cachambi,-22.88985314306488,-43.274161690314294,Cachambi Grill,-22.889741430475073,-43.27472200108043,Brazilian Restaurant
1028,Cachambi,-22.88985314306488,-43.274161690314294,Shelly Burgers,-22.892883611829845,-43.27383533974665,Burger Joint
1029,Cachambi,-22.88985314306488,-43.274161690314294,Minas Pizza,-22.892393982073603,-43.27166320167564,Pizza Place
